battery_voltage,battery_current,battery_charge,temperature,solar_power,communication_signal,packet_loss,pitch,yaw,roll,payload_temp
30.58,6.01,93.1,26.06,742.6,-81.74,0.071,-0.02,0.36,-0.56,27.17
30.82,6.29,94.0,25.83,751.09,-82.49,0.01,-0.29,-0.43,0.1,27.55
30.6,6.6,93.9,26.17,748.06,-81.78,0.062,-0.89,0.86,-0.06,27.64
30.58,6.36,94.1,26.23,758.5,-79.86,0.005,-0.29,-0.47,-0.63,27.41
30.78,6.43,95.1,26.36,739.21,-80.23,0.012,-0.67,0.11,0.38,28.12
30.62,6.84,96.3,26.08,770.38,-81.96,0.017,0.72,-0.34,-0.31,27.96
30.7,6.28,92.9,25.77,768.27,-79.89,0.029,-0.84,-0.28,-0.26,28.42
30.58,6.77,95.7,26.48,769.41,-83.9,0.041,-0.01,-0.79,0.59,28.07
30.78,6.66,95.3,26.47,778.13,-78.59,0.004,0.17,0.83,0.02,28.36
30.78,6.75,94.3,26.76,764.64,-81.02,0.015,-0.76,0.07,0.46,28.82
30.91,6.57,94.7,27.32,801.18,-79.95,0.014,0.04,0.2,0.19,28.44
30.91,6.29,95.8,27.61,783.64,-83.06,0.011,-0.78,0.83,0.69,29.32
30.88,6.89,95.3,27.28,785.85,-83.77,0.018,-0.56,0.58,-0.79,29.09
30.88,6.96,95.3,26.93,780.17,-80.52,0.039,-0.53,0.06,0.52,29.89
30.83,6.75,94.9,27.32,792.44,-82.61,0.024,0.65,-0.6,0.43,29.15
30.93,6.97,94.9,27.29,808.3,-83.8,0.021,0.43,-1.09,0.03,29.43
30.73,6.8,94.8,27.71,806.88,-82.97,0.022,-1.02,0.6,-0.08,29.34
30.59,6.87,95.3,27.61,807.02,-83.72,0.037,-0.04,0.35,-0.0,29.54
31.02,7.05,95.6,28.19,805.74,-82.91,0.024,0.18,-0.2,-0.97,29.86
30.97,6.86,96.1,27.67,798.34,-81.58,0.037,0.35,1.1,0.8,30.38
30.87,7.15,95.2,28.82,788.92,-83.57,0.021,0.69,-1.13,-0.12,30.4
31.02,7.6,96.5,27.63,802.76,-86.9,0.035,0.88,0.23,0.23,30.23
30.81,7.88,95.2,28.34,803.61,-85.11,0.057,0.1,-0.67,0.78,29.57
30.81,8.13,96.6,27.74,817.5,-84.45,0.002,1.51,0.29,-0.23,29.93
30.8,7.44,95.3,28.75,811.0,-84.34,0.042,-0.64,0.3,-0.05,30.39
30.97,7.97,97.6,28.47,824.76,-87.25,0.05,-0.0,0.48,0.1,29.91
30.71,7.77,96.5,28.6,821.19,-85.07,0.041,0.1,-0.99,0.44,30.28
30.8,7.65,96.7,28.27,805.07,-84.61,0.008,-0.78,0.53,-0.12,30.42
30.93,7.89,95.8,29.03,791.94,-85.69,0.004,0.14,-0.18,-0.87,31.14
30.74,8.14,96.4,28.93,823.85,-84.77,0.074,-0.82,-0.17,-0.73,30.4
30.8,7.71,94.9,28.56,823.54,-82.89,0.013,0.93,0.61,-0.06,29.88
30.61,7.74,95.1,28.79,796.07,-85.76,0.006,-1.2,0.9,-0.7,30.86
30.94,7.81,95.6,28.53,824.45,-87.66,0.034,-1.01,-0.06,-0.96,31.0
30.78,7.78,97.0,28.54,812.66,-81.94,0.061,-0.08,-0.44,0.28,31.53
30.72,8.36,96.6,28.69,809.76,-86.16,0.127,-0.95,-0.69,0.48,30.47
30.68,7.81,93.9,28.84,823.46,-85.74,0.023,-1.23,-0.53,0.03,30.12
30.78,7.89,94.8,28.96,819.76,-85.4,0.063,0.08,0.02,0.24,30.82
30.63,8.18,95.5,28.96,811.68,-87.6,0.02,-0.95,-0.43,-0.24,30.9
31.03,8.18,96.4,28.68,808.6,-85.27,0.023,-0.16,0.6,0.35,30.93
30.5,8.01,95.5,29.26,808.57,-86.46,0.025,-0.46,0.3,-0.7,30.54
30.72,8.66,93.2,29.38,796.8,-85.46,0.062,0.67,0.18,0.79,30.87
30.77,7.98,94.2,29.32,798.5,-85.06,0.008,0.02,-0.06,-0.38,30.73
30.64,8.13,95.6,29.24,788.13,-84.2,0.041,0.04,-0.28,-0.37,30.45
30.74,7.61,95.0,28.11,791.77,-83.43,0.012,-0.3,-0.44,-0.55,30.21
30.6,8.1,94.9,28.62,789.25,-86.45,0.003,0.06,-0.73,-0.4,30.5
30.86,7.8,95.5,28.43,784.23,-87.05,0.112,-0.03,-0.83,-0.43,30.57
30.52,7.93,94.2,28.3,789.48,-88.11,0.078,-0.88,-0.18,-0.59,30.84
30.35,7.61,94.9,29.29,782.27,-85.5,0.021,-0.83,-0.32,-0.12,30.51
30.45,7.93,95.5,29.45,787.79,-86.39,0.005,-0.65,0.07,-0.15,30.28
30.63,8.16,94.2,28.82,763.68,-86.72,0.06,-0.5,-0.34,-0.25,30.65
30.55,8.1,93.1,28.94,775.77,-88.38,0.015,-0.35,-0.06,0.35,30.35
30.63,8.04,93.3,28.61,775.09,-87.59,0.022,-0.42,-0.13,0.64,30.04
30.57,8.05,92.7,29.09,767.43,-85.72,0.137,-0.05,-0.41,-0.23,30.39
30.41,7.98,91.5,28.72,765.44,-85.29,0.019,-0.16,1.16,0.64,30.45
30.4,8.1,92.5,28.38,747.83,-86.36,0.005,0.08,0.43,-0.88,30.08
30.38,8.05,93.4,28.69,763.66,-86.65,0.033,-0.31,-0.34,0.04,30.69
30.63,8.14,92.7,28.36,762.87,-84.89,0.024,-0.28,-0.52,0.35,30.45
30.45,7.96,93.6,28.42,757.52,-85.55,0.006,0.24,-0.41,0.12,30.07
30.57,7.86,92.4,28.52,759.07,-85.59,0.006,0.7,0.52,0.16,29.63
30.41,8.19,92.8,29.51,746.69,-88.08,0.076,-0.15,0.33,-0.24,28.95
30.27,8.1,90.4,28.73,745.36,-83.61,0.001,-0.48,-0.37,0.29,29.09
30.13,7.87,91.3,28.07,737.95,-84.62,0.029,0.95,-0.27,0.27,29.83
30.24,8.2,91.2,27.6,738.99,-86.33,0.047,-0.3,-1.38,-0.22,29.0
30.18,7.82,90.5,27.04,711.99,-87.95,0.014,0.15,0.67,0.36,29.42
30.14,7.7,92.2,28.18,714.39,-88.36,0.004,0.36,-0.2,0.42,28.79
30.09,7.68,89.2,28.02,734.69,-86.34,0.076,-0.43,0.37,-0.49,28.95
29.84,7.7,90.4,27.3,689.65,-86.6,0.009,-1.23,-0.89,0.12,28.71
30.2,7.32,91.1,27.38,708.22,-87.35,0.006,-0.13,0.23,-0.02,29.11
30.01,6.98,90.6,27.37,716.65,-88.57,0.002,-0.12,0.86,0.01,29.01
29.82,7.57,89.4,27.38,699.25,-86.45,0.067,-0.46,-0.02,0.19,27.87
30.01,7.68,88.8,27.64,691.33,-87.23,0.023,-0.46,0.4,0.06,28.92
29.81,7.06,90.1,26.48,691.83,-89.2,0.015,-0.24,1.25,-0.23,28.14
29.95,7.62,88.6,27.05,682.13,-86.93,0.044,-0.71,-0.29,-0.46,28.54
29.95,6.74,88.1,26.76,681.05,-85.52,0.022,0.03,0.31,-0.5,28.49
29.94,7.01,89.3,26.37,668.96,-86.38,0.011,0.25,-0.87,1.1,27.59
29.76,7.62,88.5,26.7,681.91,-87.37,0.015,-0.01,0.42,0.39,28.32
29.69,7.15,87.7,26.24,680.06,-84.29,0.043,-1.29,0.8,0.3,26.81
29.63,6.88,88.0,26.12,659.48,-87.9,0.009,-0.74,0.39,-0.32,26.95
29.59,6.98,87.8,26.12,641.93,-86.22,0.023,-0.04,-0.3,0.09,27.05
29.64,7.19,87.2,25.71,645.53,-87.51,0.06,0.36,0.74,0.66,26.65
29.58,6.32,87.1,25.95,643.9,-86.58,0.063,-0.18,0.78,0.29,26.33
29.47,7.08,85.0,25.44,645.78,-87.28,0.067,0.83,0.44,-0.49,27.16
29.4,6.46,86.4,26.03,625.63,-84.69,0.043,0.29,-0.41,-0.27,26.41
29.49,6.75,85.7,25.37,623.02,-86.07,0.021,0.14,-0.3,-0.23,26.46
29.42,6.28,85.4,24.91,630.84,-86.12,0.021,0.13,0.11,-0.33,26.54
29.3,6.89,85.2,25.1,630.16,-86.99,0.095,0.04,1.04,0.14,26.54
29.51,6.3,85.1,25.19,609.63,-86.59,0.044,-0.1,-0.04,-0.36,26.56
29.59,5.84,85.0,24.14,597.62,-85.23,0.007,0.05,0.08,0.54,25.43
29.46,6.3,85.2,24.99,638.94,-85.13,0.012,0.93,-0.56,0.58,26.23
29.23,6.48,84.2,24.51,609.12,-85.78,0.012,0.33,-0.14,-0.01,25.52
29.28,6.37,85.0,24.23,593.85,-84.99,0.045,-0.77,-0.51,-0.36,25.36
29.44,5.96,84.9,23.85,600.5,-83.93,0.019,-0.11,0.52,0.09,25.01
29.08,6.1,84.7,24.06,585.92,-85.06,0.039,-0.72,-0.04,-0.6,25.09
29.29,5.66,84.7,23.48,591.24,-88.61,0.001,-0.39,0.29,-0.26,25.42
28.99,5.89,83.3,22.95,579.64,-85.4,0.033,-0.93,-0.06,-0.14,24.9
29.34,5.75,83.3,23.24,574.5,-82.66,0.011,1.47,-0.31,0.0,24.92
29.06,4.7,83.5,23.25,568.08,-84.11,0.007,-0.23,-2.25,-0.31,23.97
29.35,5.2,82.8,23.41,550.44,-85.47,0.033,0.28,0.5,0.06,23.99
29.26,5.49,82.0,22.97,580.08,-84.27,0.003,-0.21,-0.07,0.25,24.04
29.02,5.41,82.3,22.5,547.16,-85.72,0.033,0.03,0.13,-0.04,24.05
28.92,5.28,83.8,22.53,538.94,-84.34,0.153,0.17,1.1,0.09,23.83
29.01,5.25,81.7,22.62,546.47,-83.96,0.075,0.83,-0.22,-0.05,24.26
28.94,5.52,81.5,22.7,535.15,-82.73,0.043,-0.07,0.73,0.4,23.12
28.89,5.2,81.6,22.62,540.51,-87.26,0.012,-0.41,-0.74,0.87,23.43
28.72,4.33,82.3,21.72,544.28,-86.47,0.011,-0.51,0.97,-0.52,23.3
28.84,5.56,82.0,22.08,543.84,-85.23,0.104,-0.65,-0.0,0.07,22.79
28.75,4.34,82.1,22.2,538.63,-83.44,0.003,-0.32,0.38,-0.22,22.79
28.93,5.15,83.4,21.49,524.15,-82.9,0.007,1.77,0.14,-0.07,22.41
28.96,4.33,81.9,22.3,524.54,-84.13,0.053,0.44,0.08,-0.16,22.66
28.91,5.18,81.8,21.37,525.08,-87.05,0.021,-0.17,0.43,-0.38,21.88
28.85,4.62,83.3,21.77,500.52,-82.14,0.07,0.8,-0.43,0.06,22.95
28.69,4.77,81.3,21.53,521.02,-83.32,0.014,-0.31,-0.22,0.59,22.05
28.81,4.01,80.4,20.93,498.1,-83.14,0.011,0.76,0.82,-0.36,21.74
28.86,4.78,80.4,21.06,530.56,-87.18,0.027,0.2,-0.6,-0.38,21.21
28.69,4.64,81.4,21.42,503.74,-81.35,0.035,0.76,-0.17,-0.72,21.65
28.76,4.66,79.5,20.65,503.7,-83.68,0.033,0.28,-0.04,-0.45,21.58
28.72,4.73,78.8,20.79,495.77,-81.46,0.009,-0.58,-0.94,0.6,21.69
28.93,4.46,79.7,20.1,495.22,-81.95,0.056,0.12,1.03,0.93,21.38
28.82,4.31,80.9,20.66,522.46,-83.97,0.018,0.4,-0.47,0.67,22.52
28.79,4.1,80.7,20.29,507.47,-82.27,0.003,0.6,-0.74,0.19,20.76
28.5,4.18,80.0,20.53,481.07,-81.1,0.024,-0.15,-0.43,0.06,21.42
28.73,4.66,81.0,19.96,510.26,-85.21,0.01,0.1,-0.11,0.43,21.25
28.68,4.02,80.5,20.28,505.95,-81.0,0.027,0.63,0.6,-0.07,20.46
28.68,3.7,80.3,19.97,490.17,-84.31,0.006,0.43,-0.21,0.06,20.79
28.51,3.94,80.0,19.09,495.16,-83.52,0.052,0.28,0.24,-0.94,21.78
28.57,4.41,80.7,19.97,491.21,-83.78,0.006,-0.08,0.41,1.08,20.56
28.69,4.12,80.6,20.32,510.51,-78.51,0.016,-0.25,0.2,0.17,21.52
28.84,4.39,79.8,19.43,482.4,-81.5,0.001,0.1,-0.3,0.63,20.6
28.64,3.6,80.7,19.53,491.56,-84.58,0.031,-0.23,0.93,-0.4,20.6
28.66,3.31,79.5,20.16,485.72,-82.6,0.003,-0.67,-0.29,0.04,20.39
28.93,4.28,80.3,19.84,475.73,-82.42,0.039,0.73,0.23,-0.08,20.1
28.69,4.51,80.4,19.49,512.19,-81.09,0.033,-0.56,-0.1,-0.77,19.97
28.72,3.7,79.9,19.67,478.83,-82.22,0.016,0.6,-0.65,0.12,20.17
28.73,4.38,80.3,19.31,493.37,-83.18,0.02,-0.43,-0.35,0.28,20.68
28.59,4.59,80.7,20.36,474.45,-78.75,0.054,0.23,0.38,0.56,20.57
28.83,4.25,79.5,19.78,488.7,-80.83,0.009,-1.03,1.47,0.28,20.19
28.69,4.54,80.5,20.04,497.91,-80.82,0.03,0.34,0.19,0.16,21.07
28.78,4.34,82.2,19.46,486.59,-77.97,0.026,0.1,0.22,-0.29,19.97
28.85,4.23,79.9,18.97,502.01,-77.44,0.039,0.38,-0.64,-0.33,20.48
29.05,4.58,81.5,19.58,494.91,-80.26,0.016,-0.59,1.45,0.45,19.78
28.67,4.94,80.7,19.84,510.81,-81.68,0.064,1.43,-0.33,0.59,20.43
28.95,4.23,81.8,19.86,514.58,-79.88,0.008,-1.16,0.62,0.39,20.52
28.97,4.4,80.4,18.82,497.0,-76.29,0.049,0.07,-0.39,-0.42,20.25
28.81,4.17,81.1,19.49,505.68,-80.93,0.028,-0.48,-0.0,0.19,20.37
28.97,4.55,83.0,18.87,508.94,-81.01,0.048,0.61,-0.36,-0.66,20.18
29.12,4.5,81.2,19.25,515.63,-79.02,0.099,-0.44,-0.51,0.67,20.77
28.85,4.94,82.0,19.68,512.05,-79.36,0.0,-0.21,0.5,-0.63,20.79
29.0,5.06,82.2,19.97,516.41,-78.68,0.001,-0.06,0.78,-0.38,20.65
29.04,4.92,80.2,19.62,514.81,-78.67,0.0,-0.11,-1.08,0.75,20.8
29.08,5.05,82.4,19.18,521.27,-79.07,0.011,-0.24,0.75,0.27,20.79
29.13,4.58,81.2,19.83,536.1,-79.52,0.015,0.72,1.06,-0.38,20.46
29.08,4.55,82.9,19.37,532.7,-79.2,0.014,-0.68,-1.04,0.03,20.83
29.15,5.03,82.6,19.62,536.5,-80.14,0.002,0.59,-1.29,1.06,21.05
29.01,4.96,81.8,19.81,540.09,-78.75,0.07,-0.46,0.11,-0.09,20.73
29.16,5.62,82.0,19.6,534.8,-78.47,0.004,-1.1,-0.52,-0.1,21.12
29.11,4.5,83.0,20.13,543.12,-78.66,0.023,0.3,0.63,-0.56,20.44
29.05,5.33,85.3,20.24,532.78,-77.39,0.071,-0.5,0.38,-0.06,20.58
29.17,5.39,84.8,20.41,560.13,-78.28,0.023,-0.69,0.54,-0.01,21.17
29.29,5.04,84.0,20.62,523.52,-77.61,0.014,0.48,0.18,0.47,21.1
29.34,5.05,84.3,20.16,554.48,-77.79,0.037,-1.01,-0.14,0.09,21.76
29.17,5.31,84.6,19.86,570.86,-77.52,0.164,-0.4,-0.02,0.18,21.35
29.24,4.98,83.9,19.99,550.0,-79.13,0.028,0.41,-0.59,0.33,21.98
29.47,5.98,84.0,21.08,571.91,-78.9,0.031,-0.66,0.72,0.37,21.62
29.48,6.43,85.5,21.14,565.46,-75.7,0.006,-0.79,0.34,-0.06,21.88
29.55,5.59,84.6,21.14,573.01,-76.77,0.009,0.03,0.14,-0.11,21.69
29.64,5.57,86.5,20.57,590.66,-78.74,0.047,-0.35,-0.37,0.25,21.93
29.58,5.45,84.5,21.47,587.76,-79.79,0.042,0.09,0.41,0.43,21.81
29.5,5.58,85.1,20.93,570.07,-75.68,0.008,-0.28,0.31,0.52,21.8
29.6,5.81,87.2,21.23,585.34,-75.95,0.021,-0.63,0.17,-0.23,22.72
29.81,6.43,86.0,21.51,609.61,-77.55,0.063,0.3,-0.51,-0.29,22.91
29.98,7.1,86.4,21.79,609.14,-76.66,0.006,0.51,0.6,0.83,22.99
29.74,6.0,87.3,21.66,626.97,-76.43,0.039,-0.42,-0.46,0.32,23.2
29.78,6.02,87.9,22.07,631.2,-78.01,0.013,1.07,0.05,-0.33,22.98
29.84,6.01,87.7,21.72,615.87,-76.59,0.002,0.94,-0.86,0.6,22.86
29.79,6.57,87.7,21.78,649.27,-76.67,0.01,1.49,0.75,-1.36,22.9
29.96,6.62,88.4,21.87,629.46,-77.91,0.016,-0.14,0.37,0.02,22.63
29.98,6.62,88.3,21.71,624.58,-76.11,0.041,-0.06,-1.09,-0.34,23.69
29.93,6.53,89.1,21.27,632.88,-75.92,0.004,-0.24,-0.88,-0.43,23.68
29.89,7.14,90.8,22.76,621.67,-77.95,0.058,0.27,-0.16,0.61,23.94
29.78,7.04,89.2,22.45,665.33,-74.97,0.012,-0.7,0.22,0.25,24.18
30.08,7.1,88.3,22.94,670.24,-77.1,0.005,-0.15,-0.7,-0.29,24.65
30.05,7.06,90.1,23.03,649.16,-77.21,0.014,0.49,-0.02,1.2,24.12
29.97,6.96,89.4,23.02,662.05,-75.05,0.079,-0.48,0.4,-0.2,24.61
29.96,6.87,90.0,23.44,670.28,-75.07,0.025,-0.16,0.82,0.13,24.38
30.21,7.31,90.3,23.63,664.7,-77.35,0.013,0.31,0.59,-0.4,24.05
29.97,7.35,89.8,23.07,661.71,-75.42,0.017,-0.11,-0.24,1.35,24.83
30.23,7.45,90.2,24.09,682.08,-75.41,0.04,-0.35,-0.23,-0.34,25.64
30.33,6.88,88.9,24.01,685.87,-76.64,0.001,0.41,-0.76,-0.47,25.15
30.32,7.51,90.9,23.55,690.05,-75.15,0.09,-0.01,0.32,0.02,25.03
30.24,7.37,91.6,23.78,700.97,-78.85,0.054,0.12,-0.27,0.9,25.7
30.17,7.26,91.4,23.72,717.8,-76.93,0.065,-0.41,-0.23,-0.69,26.07
30.42,7.8,91.3,24.53,705.19,-74.71,0.033,-0.36,0.71,-0.48,26.08
30.52,7.69,92.2,24.4,714.57,-76.72,0.027,0.43,0.17,0.33,26.58
30.34,8.39,91.3,23.74,724.73,-77.6,0.013,0.88,-0.33,-0.69,25.83
30.5,7.88,91.4,24.56,727.53,-80.02,0.011,-0.31,-0.93,0.66,26.92
30.65,7.69,92.9,24.77,720.29,-74.48,0.003,0.43,0.13,-0.09,25.7
30.53,7.79,93.2,25.09,731.78,-77.07,0.001,0.34,-0.8,0.01,25.87
30.47,7.52,93.3,24.67,740.59,-78.36,0.002,0.47,-0.74,-0.33,26.26
30.67,8.28,92.9,25.39,728.04,-75.52,0.006,-0.05,-0.04,-0.29,27.19
30.48,8.04,94.2,26.02,756.09,-73.7,0.005,0.57,0.3,-0.3,26.55
30.44,8.08,92.6,25.71,761.8,-76.01,0.046,0.33,-0.14,0.39,27.05
30.71,7.7,93.4,25.99,744.2,-79.11,0.003,-0.26,0.1,0.56,27.29
30.59,8.28,94.4,26.47,757.2,-77.35,0.044,-0.23,0.82,0.76,27.91
30.62,7.79,94.7,26.03,765.42,-74.73,0.017,1.43,-0.07,0.05,28.27
30.61,7.93,93.6,26.16,757.16,-75.94,0.096,0.49,-0.05,-0.17,28.27
30.65,8.16,96.0,26.46,770.95,-78.3,0.028,0.15,0.22,-0.28,27.48
30.89,7.97,94.4,26.16,771.17,-72.54,0.024,-0.17,1.04,-0.77,28.26
30.94,7.92,94.7,26.36,758.14,-77.26,0.031,-0.21,0.71,-0.88,28.18
30.97,8.16,95.5,26.02,780.57,-76.81,0.02,0.14,0.46,-0.07,28.4
30.91,8.49,96.1,27.66,768.01,-77.0,0.025,-0.58,-0.71,0.01,28.57
30.85,8.46,95.1,27.28,791.31,-75.26,0.037,-0.91,0.6,-0.16,28.54
30.63,8.41,96.1,26.78,777.99,-76.98,0.056,0.4,-0.1,0.08,28.56
30.8,8.35,94.9,27.58,785.73,-79.5,0.076,0.92,0.35,1.18,28.8
31.09,8.06,96.7,27.06,803.58,-79.56,0.035,0.94,0.99,0.01,28.82
30.79,8.53,95.5,27.48,797.19,-77.73,0.075,0.39,0.15,0.41,29.62
31.03,7.67,95.8,27.59,783.67,-76.62,0.024,-0.24,-0.16,0.11,29.3
30.87,8.31,95.3,27.51,786.4,-77.77,0.008,0.86,-0.09,-0.32,29.84
30.55,8.42,95.9,27.49,792.5,-76.17,0.012,0.95,0.3,-0.29,29.98
30.95,8.13,95.2,28.29,804.24,-75.01,0.06,0.18,-0.62,-0.21,30.19
31.04,7.92,95.8,28.0,805.53,-79.13,0.031,0.75,0.16,1.0,29.23
30.88,8.11,95.9,28.65,795.01,-77.03,0.01,-1.19,0.58,-0.13,29.93
31.04,7.87,95.1,27.78,793.12,-78.18,0.026,0.24,-1.42,0.79,29.42
30.7,8.23,95.5,28.06,808.8,-78.68,0.033,0.24,-0.23,-0.17,30.74
30.73,8.33,94.3,28.29,805.21,-78.43,0.192,-0.32,0.23,0.03,30.32
30.92,8.15,95.0,28.77,829.49,-76.66,0.021,-0.2,0.08,-0.12,29.97
30.96,8.1,96.0,28.18,809.01,-77.7,0.069,0.63,-0.35,-0.15,30.1
31.06,8.17,96.8,28.72,827.36,-78.71,0.012,0.22,-0.09,-0.07,30.63
30.97,8.17,95.7,28.71,797.93,-75.17,0.031,0.39,0.22,-0.07,30.21
30.75,7.63,96.0,29.15,794.16,-78.68,0.047,0.64,-0.26,0.37,29.87
30.91,7.36,96.9,28.88,798.8,-77.73,0.08,0.31,0.5,-0.89,30.64
30.95,7.86,96.6,28.12,821.83,-78.51,0.02,0.23,0.3,1.21,31.0
30.65,8.01,96.6,28.44,827.29,-80.78,0.058,0.32,0.86,0.42,30.52
30.86,7.21,96.0,28.5,801.53,-79.05,0.022,-0.85,-0.11,-0.86,30.89
30.82,7.65,95.4,28.72,804.22,-79.58,0.031,0.59,0.12,-0.18,30.38
30.77,7.92,96.1,29.37,796.45,-79.49,0.008,0.27,0.54,0.14,30.69
30.9,7.49,96.7,28.84,789.18,-75.95,0.052,0.41,0.03,-0.52,30.7
30.69,7.92,97.1,28.97,813.49,-80.01,0.104,-0.02,-0.09,-1.06,30.54
30.86,7.8,97.4,28.9,807.38,-79.07,0.045,0.14,0.46,0.06,30.31
30.87,7.29,96.7,29.18,803.95,-78.1,0.009,0.65,1.09,0.37,30.41
30.92,7.17,95.4,28.74,788.39,-80.61,0.002,-0.95,0.73,-0.09,30.43
30.64,7.11,94.3,28.94,817.18,-81.1,0.002,-1.42,1.06,0.69,30.51
30.57,7.19,95.6,28.93,793.99,-79.3,0.038,0.64,0.41,0.23,30.63
30.77,6.73,95.9,28.97,802.46,-79.8,0.046,-0.04,0.01,-0.66,30.73
30.68,6.61,92.8,28.78,780.53,-79.22,0.033,-1.19,-0.2,-0.72,30.71
31.05,6.26,93.6,28.5,790.98,-82.59,0.033,-0.36,1.0,-0.31,30.59
30.73,6.87,94.2,29.27,793.47,-77.81,0.075,0.25,0.42,0.72,30.6
30.66,7.42,93.9,28.88,791.35,-80.29,0.018,-0.01,-0.68,-0.34,30.22
30.61,6.13,93.0,29.29,787.02,-78.98,0.02,0.01,0.28,-1.15,30.6
30.46,6.6,94.5,29.03,787.68,-77.02,0.008,0.26,-0.69,-0.26,29.85
30.65,6.52,95.0,29.0,768.56,-81.0,0.262,-0.46,-1.11,0.05,30.03
30.55,6.47,93.7,29.17,778.83,-82.24,0.087,-0.83,0.72,0.08,29.96
30.53,6.81,92.3,29.64,774.87,-81.63,0.008,0.49,0.75,1.59,30.09
30.52,6.09,93.6,29.13,772.8,-81.47,0.008,0.83,0.46,-0.05,30.37
30.51,5.7,92.4,28.93,767.84,-81.09,0.044,0.05,0.89,-0.3,30.25
30.25,6.05,92.3,28.66,750.91,-79.55,0.006,-1.38,-0.88,-0.36,30.22
30.53,5.93,93.7,28.94,746.87,-81.61,0.007,-0.12,-0.38,0.77,30.36
30.3,5.39,93.7,28.17,734.2,-79.85,0.058,-0.7,-0.29,-0.02,30.02
30.35,6.06,92.3,28.56,760.71,-80.14,0.027,-0.25,-0.64,0.04,29.46
30.5,5.55,92.9,28.72,756.9,-81.81,0.01,-0.08,0.83,-0.76,29.78
30.52,5.81,91.2,28.53,753.05,-84.51,0.015,0.93,-0.73,-0.1,29.3
30.08,5.65,92.3,28.08,743.59,-80.97,0.006,0.42,-0.46,-0.19,29.44
30.25,5.37,91.3,28.18,715.0,-81.4,0.027,-1.46,-0.29,0.19,29.63
30.25,5.88,90.3,27.81,721.79,-82.92,0.005,-0.82,-0.07,-1.18,29.3
30.0,5.46,90.4,27.56,729.41,-84.27,0.012,0.66,0.4,0.27,29.51
30.25,5.49,91.3,28.24,724.62,-82.95,0.104,-0.43,0.83,0.73,29.14
30.13,5.58,89.5,27.47,716.54,-82.24,0.025,0.23,0.17,-0.22,28.42
30.11,5.42,90.2,27.36,717.88,-84.94,0.013,-0.38,0.81,-0.57,28.74
29.94,5.31,91.1,27.26,709.67,-85.04,0.078,0.53,0.84,0.5,29.03
30.07,4.95,89.6,27.05,706.07,-78.71,0.014,0.22,0.01,-0.7,28.83
30.09,4.8,88.5,26.92,693.72,-85.22,0.039,0.5,-0.79,0.52,28.09
29.97,5.12,89.3,26.45,705.14,-84.7,0.012,-1.11,-0.17,0.75,28.2
29.85,4.72,89.8,26.39,686.17,-81.34,0.011,0.3,0.77,0.07,28.33
29.83,5.19,88.0,26.74,672.29,-85.34,0.019,-0.84,0.33,0.17,27.89
29.87,4.86,89.7,26.84,672.96,-85.56,0.024,0.51,-0.07,0.05,27.82
29.82,5.03,89.1,25.96,672.24,-82.73,0.017,1.26,-0.32,-0.21,27.92
29.89,4.49,88.5,26.48,680.69,-87.03,0.054,-0.97,-0.09,0.36,28.4
29.69,4.39,88.5,26.73,665.34,-85.15,0.035,0.35,0.54,0.01,27.64
29.56,5.19,87.8,25.98,658.89,-83.49,0.098,-0.83,0.06,-0.04,27.64
29.72,4.59,87.8,25.66,643.24,-82.33,0.014,-0.36,-0.55,-0.04,26.86
29.58,4.86,87.3,25.84,658.56,-83.96,0.023,-0.27,0.22,-0.15,26.56
29.7,4.12,87.7,25.91,639.16,-84.13,0.06,0.37,-0.09,-0.52,26.55
29.57,4.42,87.8,25.38,639.66,-84.71,0.01,0.59,-0.76,0.09,26.67
29.62,4.86,85.8,25.77,650.44,-83.09,0.041,0.59,-1.38,0.0,26.68
29.38,3.96,85.7,25.45,635.73,-83.2,0.027,-0.55,-2.05,-0.21,26.62
29.49,5.08,85.7,25.75,609.38,-84.59,0.027,0.36,-0.0,-0.35,26.62
29.36,4.42,85.3,24.4,603.01,-85.09,0.009,-0.48,0.39,0.37,26.6
29.26,4.09,86.4,24.35,615.14,-86.9,0.009,-0.06,0.55,0.17,25.11
29.27,4.41,84.1,24.55,598.76,-86.72,0.08,-0.48,0.27,-0.67,25.38
29.28,4.62,85.5,24.07,612.52,-88.51,0.001,0.33,0.33,-0.37,26.28
29.46,4.02,85.9,24.94,601.65,-86.02,0.024,-0.42,0.56,1.06,25.59
29.21,4.04,84.1,24.32,598.11,-87.5,0.035,-0.02,-0.06,-0.6,25.24
29.1,4.31,85.5,23.98,584.68,-87.1,0.006,0.33,0.14,-0.41,24.23
29.24,4.36,85.1,24.48,604.51,-84.19,0.023,-1.03,-0.2,-0.25,24.44
29.2,4.15,83.6,23.89,610.93,-84.75,0.07,0.6,0.41,0.62,25.15
29.1,4.33,84.4,23.57,575.2,-87.08,0.05,1.09,-0.74,0.74,24.45
29.12,4.46,82.8,23.22,577.06,-86.8,0.064,-0.72,0.12,-0.66,24.69
29.23,4.25,82.4,23.54,570.13,-82.94,0.016,-1.15,0.43,-0.77,24.16
29.16,3.99,82.7,23.38,562.26,-87.61,0.029,0.22,0.82,-0.26,25.03
29.13,4.2,84.0,23.29,552.32,-85.36,0.006,0.38,-0.08,0.0,23.98
